Region,File Name,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,AMP_ENV,RMSE,ZCR,SPEC_CENT,SPEC_BAND
Barisal,br585.wav,-287.36667,117.23177,-64.541756,6.7835765,-37.27043,-17.855904,-18.142874,5.4296355,-28.394438,-8.335725,3.3979461,-11.439767,-5.377378,0.112048924,0.050996035,0.103873622,1614.263061,1392.968596
Barisal,br586.wav,-262.62546,145.5951,-43.014866,13.794989,-20.097063,10.314326,-41.46192,4.7619386,-12.289797,-19.609241,-4.4913597,-3.0445402,2.4458308,0.11426965,0.05085542,0.07466738,1380.726713,1456.065915
Barisal,br587.wav,-330.41348,140.13177,-32.955025,23.55747,-5.3099003,-12.171024,-24.750864,-1.7740225,-15.810979,-13.623469,-4.0792427,-4.703439,1.3502364,0.087615386,0.04009603,0.075501196,1331.957453,1371.497436
Barisal,br588.wav,-293.1323,139.16083,-62.972736,18.799887,-22.603037,-16.37238,-22.142805,1.3289224,-27.002783,-7.0683956,-2.395579,-11.270333,-1.337602,0.100065246,0.042657256,0.10670588,1591.132572,1336.742233
Barisal,br589.wav,-359.18607,139.25127,-51.550262,7.0549827,-18.306187,-25.261526,-1.2849798,-1.0638849,-20.662657,-4.7757654,-4.9113064,-7.807789,-1.121467,0.07508135,0.031658452,0.10799739,1542.843719,1318.860841
Barisal,br59.wav,-447.12,166.19781,-6.016373,-34.03077,-5.8497753,-15.427637,-26.793896,-18.508707,-15.009785,-19.658379,-14.577874,-5.363721,-8.00075,0.04220852,0.02079177,0.051673978,759.5998012,659.4091102
Barisal,br590.wav,-315.28854,153.07353,-71.13433,1.5399817,-18.470842,-31.82129,-6.3992014,10.313262,-30.842978,0.66909397,-1.6535245,-18.054678,0.220097,0.102464184,0.043031394,0.098399434,1460.967287,1203.015239
Barisal,br591.wav,-363.83688,140.61472,-48.777386,-6.651363,-17.369305,-21.464771,-26.833086,-12.225869,-22.721958,-8.295136,-4.7583685,-11.695256,-9.772425,0.07843012,0.033779636,0.089109629,1325.372162,1161.420423
Barisal,br592.wav,-332.89832,165.17242,-59.46177,5.784341,-10.254048,-41.90618,-6.775474,0.3889969,-36.89456,-5.1017194,-2.2889974,-18.298386,-2.579954,0.098664306,0.04149809,0.078270012,1227.795156,1127.171128
Barisal,br593.wav,-314.38547,161.6408,-77.54185,1.7344942,-9.032566,-33.3496,-11.861792,-5.690088,-23.845934,-6.927228,-6.1382303,-16.097246,-3.9819977,0.0962466,0.03957084,0.091751559,1314.854561,1048.352978
Barisal,br594.wav,-348.44916,122.49886,-50.79146,-9.440551,-23.476866,-1.4872725,-24.501698,-12.177233,-13.044071,-9.4687805,-6.3899546,-4.040404,-0.2740696,0.088174246,0.036516022,0.124800609,1760.000712,1513.957957
Barisal,br595.wav,-294.8858,141.17592,-65.415474,2.6692312,-11.658264,-15.338598,-31.81351,-6.6735454,-16.91189,-8.205443,-8.80886,-14.843806,3.9244797,0.11986807,0.052959565,0.083177748,1336.930121,1193.129369
Barisal,br596.wav,-318.6012,161.30731,-69.54193,3.1166027,-5.097442,-18.991434,-19.782883,-5.6128206,-26.184788,-0.7382247,-1.2217264,-18.660135,-0.79580164,0.09863049,0.041524548,0.091960013,1338.057682,1151.836277
Barisal,br597.wav,-322.41248,161.51283,-58.45782,-0.88225186,-23.627998,-14.265496,-11.575582,-2.5040116,-26.935612,-3.9018872,-0.865041,-15.101567,0.45223653,0.08777328,0.03726352,0.100909948,1429.550948,1237.67174
Barisal,br598.wav,-279.2483,161.84085,-59.557156,-1.0148392,-19.666153,-15.962838,-13.730422,-3.607327,-36.564034,-3.48542,-0.7743234,-17.679853,-1.1474607,0.10716122,0.046407845,0.094601943,1369.244099,1183.670641
Barisal,br599.wav,-323.04062,166.26532,-51.08772,0.65634227,-3.3715932,-19.236841,-18.534184,-4.234686,-21.224003,-6.5013757,1.1988689,-17.250103,0.4203037,0.07399532,0.033730347,0.084206424,1260.814446,1158.742416
Barisal,br6.wav,-357.34818,68.58532,-6.392136,6.6973457,-10.022251,9.23121,-16.520752,-12.082347,-17.60042,-5.764419,-7.4104533,-4.9915714,-3.013113,0.12086279,0.0514277,0.149434455,2064.627615,1592.451362
Barisal,br60.wav,-462.98282,122.34752,-3.4240084,-22.63108,-7.3548646,-17.859215,-22.408379,-14.213566,-10.23208,-13.543258,-13.743602,-7.0380635,-5.9182158,0.038395323,0.018565964,0.053921657,780.3945818,644.7725908
Barisal,br600.wav,-331.69983,159.94814,-44.071945,6.511051,-13.139648,-17.592974,-13.685549,-1.5963588,-20.094936,-11.358808,-1.2604898,-13.022359,-2.5539596,0.0861521,0.03942554,0.092168467,1338.111968,1206.863872
Barisal,br601.wav,-330.1692,172.61194,-59.33403,-3.9396036,-9.309411,-25.917585,-24.05487,-12.6777935,-20.323423,-14.196393,-5.033312,-15.325069,-3.7986927,0.09279365,0.04188194,0.072079829,1110.692907,1000.540289
Barisal,br602.wav,-303.8062,163.07472,-64.55391,0.9778304,-18.909367,-24.45862,-13.742562,-7.148284,-27.651041,-8.48346,-2.479965,-22.519255,-4.068687,0.09574943,0.04293853,0.090532555,1302.884045,1100.154835
Barisal,br603.wav,-295.384,171.43953,-70.07642,2.495688,-14.698699,-22.12379,-11.791261,-8.925535,-29.115976,-9.563661,-3.7337024,-13.935578,-5.8803515,0.10563545,0.046177175,0.085153531,1234.828165,1075.787577
Barisal,br604.wav,-308.1731,182.51007,-56.59279,0.1986327,-5.0714717,-14.359346,-3.7858825,-1.5935019,-20.783052,-8.494775,4.4991717,-12.966753,-2.3130774,0.08966379,0.03852095,0.082022187,1176.73503,1034.059867
Barisal,br605.wav,-304.69235,180.80244,-51.563076,-2.8905911,-11.633631,-4.8040824,-13.461967,-4.5615916,-13.186953,-4.1394997,1.6101397,-10.923625,0.6722213,0.100838244,0.043038607,0.078034368,1180.372856,1107.605522
Barisal,br606.wav,-299.91568,180.93678,-63.246906,-0.99449134,0.87128115,-22.529516,-6.793514,-3.8033967,-22.9206,-5.9009223,1.5732981,-12.493302,-4.2503457,0.1122158,0.051773213,0.078913501,1144.615089,971.4295043
Barisal,br607.wav,-352.47662,143.99295,-45.321163,6.6235476,-8.084373,-11.537251,-12.928179,-0.7006144,-15.836303,-8.197203,-5.2463126,-8.077896,-2.8603866,0.08021225,0.03680766,0.100071599,1498.035703,1325.502058
Barisal,br608.wav,-408.4482,134.35843,-21.803726,-8.117965,-15.685893,-12.532512,-4.855637,-15.975933,-11.266773,-12.389483,-14.555232,-7.8527226,-7.2945,0.052914068,0.02682453,0.096174413,1264.789762,975.1561696
Barisal,br609.wav,-371.06537,161.27756,-32.982635,-6.9737554,-11.410414,-4.719707,-12.714671,-12.243276,-3.7955801,-17.74405,-14.293383,-4.105725,-5.9696684,0.079074286,0.035704933,0.083005547,1159.856009,1024.186319
Barisal,br61.wav,-468.72995,142.1171,-24.938643,-41.198612,-11.423884,-16.066603,-22.863403,-20.414583,-12.916327,-10.33797,-9.491419,-1.7342714,-3.6902804,0.044031505,0.01951565,0.080902878,1101.972621,865.1185406
Barisal,br610.wav,-317.55875,146.93565,-41.370327,-0.9289317,-29.334282,-5.3581715,-13.727128,-5.614803,-18.391676,-11.197246,-9.002141,-8.147362,-2.1002607,0.09633211,0.041817922,0.085652008,1332.589598,1261.167611
Barisal,br611.wav,-313.4451,125.00731,-51.14387,12.4213085,-32.328835,5.642536,-23.995491,-13.525621,-25.029734,-11.979732,-5.447046,-11.292656,4.1399817,0.1017525,0.043689348,0.110349297,1701.26553,1566.912346
Barisal,br612.wav,-373.43307,172.01663,-6.307712,-14.368549,-23.65011,-3.4122467,-14.172034,-15.791633,-11.798015,-22.292881,-14.909928,0.050416026,-5.5738506,0.09614485,0.04439604,0.062132939,978.5917682,1010.644901
Barisal,br613.wav,-335.74402,178.80925,-31.494902,-3.9491923,-17.789856,1.659747,-18.153913,-18.580648,-4.115124,-15.280531,-14.665345,-8.521635,-10.821643,0.08633588,0.041051112,0.077300247,1082.352413,959.4263043
Barisal,br614.wav,-304.6677,183.91171,-29.452116,-13.822074,-19.540087,-5.8133197,-19.024515,-7.533145,-11.073714,-20.57917,-10.322022,-8.024297,-9.991274,0.11805971,0.05857682,0.059817285,904.7462448,897.1505159
Barisal,br615.wav,-274.45187,155.86928,-63.179264,0.21064165,-29.196281,-1.0619758,-16.11152,5.575614,-15.202626,-15.677454,-7.5455546,-15.484652,-4.4734225,0.102940984,0.04513128,0.099187935,1411.673214,1216.203936
Barisal,br616.wav,-373.19998,139.05144,-23.02356,12.186799,-14.993928,-4.356818,-19.983345,-7.119803,-8.701476,-19.378223,-13.467127,-7.194181,-7.3729587,0.08162167,0.03975141,0.111545642,1582.406376,1375.176459
Barisal,br617.wav,-291.93854,158.90717,-55.301632,-0.20383933,-21.21068,-5.3455167,-16.043623,-10.661129,-10.8963175,-19.518145,-7.9896197,-7.8178144,-9.281267,0.10368473,0.04833313,0.082801624,1221.225013,1070.890659
Barisal,br618.wav,-322.67145,139.05907,-47.63907,11.8029375,-18.097536,-12.0160885,-15.506791,-12.173023,-24.215816,-9.131257,-12.950547,-8.709136,-0.8297587,0.09675894,0.043314163,0.084428473,1322.161975,1259.677905
Barisal,br619.wav,-333.2369,145.2969,-34.909466,-0.8725654,-21.485525,3.947203,-23.9865,-13.83715,-8.882257,-23.825016,-13.403748,-6.7287946,-7.379174,0.085682586,0.04121408,0.071934817,1160.144486,1165.276033
Barisal,br62.wav,-422.51614,172.44493,-33.34164,-47.510525,-9.705771,-25.060722,-35.005398,-23.465866,-15.944122,-19.339758,-18.940397,-9.247593,-9.704432,0.05315771,0.025219245,0.055707113,823.8329928,619.779414
Barisal,br620.wav,-291.63376,151.46959,-46.2622,8.178831,-25.581995,4.7870154,-33.016636,-8.507106,-10.727492,-15.469256,-11.836345,-11.361322,-7.469247,0.109489486,0.050001882,0.09583001,1409.962447,1290.404315
Barisal,br621.wav,-340.00085,141.28293,-39.612057,-1.5080831,-22.050264,-2.0421488,-19.898567,-9.939178,-8.698862,-15.290358,-10.751884,-6.820849,-6.4654317,0.09153314,0.043135915,0.105745178,1514.207622,1296.100117
Barisal,br622.wav,-323.88336,132.50755,-54.07154,5.3138394,-35.552082,-13.446162,-10.102222,-18.229544,-26.758236,-3.2436595,-4.984411,-6.6083026,3.4866552,0.10351576,0.04459475,0.081088675,1335.238828,1268.526287
Barisal,br623.wav,-282.87125,143.69203,-53.807564,13.149886,-26.15253,-15.576723,-14.463539,-12.920436,-25.668766,-10.02619,-9.432957,-8.177546,4.731303,0.118027955,0.050594844,0.081238218,1285.245293,1206.395588
Barisal,br624.wav,-287.99905,160.84816,-52.243732,-2.7529318,-30.717714,4.7427816,-30.271227,-24.34026,-0.46025932,-21.316578,-15.142307,-4.5197225,-6.450435,0.12975655,0.05839204,0.067339762,1125.186848,1084.369383
Barisal,br625.wav,-317.6394,118.32657,-50.955223,8.546556,-20.554941,-13.92913,-14.553147,-16.291822,-27.843216,-16.972939,-16.417875,-10.3316,-3.9562356,0.0977343,0.044868816,0.102138015,1547.776449,1302.521284
Barisal,br626.wav,-282.63364,163.12555,-61.762253,-11.406261,-34.57501,-0.21130031,-23.832014,-16.16033,-12.9867735,-26.37715,-20.271715,-5.2737384,-2.969969,0.13258786,0.059252094,0.071712768,1109.696571,1030.995735
Barisal,br627.wav,-292.59808,137.37378,-64.41953,-1.2275976,-17.535248,-15.631947,-18.958113,-10.940486,-34.905243,-8.818346,-16.842037,-10.306597,-0.7462314,0.11827188,0.054742623,0.082960231,1360.413453,1272.55284
Barisal,br628.wav,-289.60837,146.08034,-64.33594,-6.235892,-42.4728,-17.00907,-14.219086,-12.798914,-26.761484,-19.204971,-13.149719,-10.7083,-8.852726,0.12363731,0.056124862,0.076588783,1228.996385,1126.402404
Barisal,br629.wav,-343.34082,112.29051,-48.185837,13.527493,-27.610477,-14.521501,-5.78891,-12.198683,-35.885223,-9.731567,-15.729429,-15.269988,-1.0668731,0.08518836,0.03605808,0.099672818,1616.906669,1472.930906
Barisal,br63.wav,-368.48105,181.44563,-48.16038,-48.08195,-9.301293,-28.814001,-30.610308,-19.743723,-17.6452,-16.103523,-10.197894,-4.525741,-7.93935,0.08012912,0.039736897,0.060868619,865.2197266,601.0391781
Barisal,br630.wav,-415.87595,106.69761,-30.564852,-2.4649138,-27.48831,-10.99065,-5.279446,-11.319959,-26.641666,-6.6840343,-1.6634369,-10.762624,-4.340112,0.053899184,0.024834717,0.106094113,1695.587446,1581.59651
Barisal,br631.wav,-482.51053,75.36568,-22.098452,-3.5767126,5.4710865,-7.3560157,-2.4349055,-3.2613678,-13.379635,-5.0900383,-1.2608545,-3.5584936,-4.347791,0.079560265,0.034181714,0.188519613,2105.93954,1750.947525
Barisal,br632.wav,-375.18442,107.44695,-26.450693,22.66309,-6.724456,-0.35376033,-11.659267,-7.565804,-10.974372,-19.177853,4.725603,-2.2510545,0.1080439,0.12658961,0.052680094,0.201751921,2308.376405,1541.310711
Barisal,br633.wav,-420.86307,143.49626,-8.933198,-9.4502,11.901337,5.454932,-13.135505,0.1751336,-11.446185,-17.076105,7.0321465,4.979601,1.0517255,0.0971321,0.038474053,0.057623985,966.4868583,1135.285172
Barisal,br634.wav,-466.54944,117.795204,-7.155995,-21.148294,-1.5113152,-7.320003,-5.626763,-2.131937,-17.29845,-17.365688,3.4481173,7.148417,0.8210065,0.068873376,0.027580671,0.10813787,1329.436586,1077.28131
Barisal,br635.wav,-355.40207,133.9054,-44.186768,-2.9508529,-6.531266,-18.528908,5.3991303,-8.699773,-14.768776,-0.15623538,4.6527295,4.6661243,5.167551,0.14689739,0.06450997,0.079520737,1237.811718,1183.053969
Barisal,br636.wav,-364.33255,126.01601,-42.79688,20.962328,-0.566109,-15.452399,-2.0205584,-12.942849,-8.335223,-7.2424765,-2.7256746,3.7711747,-4.0723333,0.10214567,0.044840585,0.127356439,1634.882241,1150.94312
Barisal,br637.wav,-416.91336,106.28261,-21.744032,4.7754383,-14.730888,-9.976911,4.3251777,-18.244427,-10.154063,-7.4434724,-1.7161713,11.758784,-2.1170247,0.08851401,0.037940007,0.195462043,2069.963799,1343.656335
Barisal,br638.wav,-424.49213,119.6598,-27.114029,-5.362686,-6.3107038,-11.947332,3.6936269,-15.839814,-17.46394,-3.4288528,-2.7962391,2.9011674,-0.6491161,0.08952512,0.038823783,0.137946817,1674.329541,1132.770122
Barisal,br639.wav,-340.5491,171.16731,-30.40555,10.853796,-2.7342365,-15.708277,-3.8246322,-27.193666,-14.30789,-9.121953,-11.12116,5.952888,-2.0552135,0.104851104,0.046469796,0.059486478,957.6719235,967.8957934
Barisal,br64.wav,-493.7061,160.209,-24.27828,-36.13238,-3.1507754,-14.122967,-21.040016,-16.858553,-11.480194,-7.8654933,-8.745988,-6.587219,-6.983212,0.02900473,0.012446556,0.082466285,1087.57269,949.7677601
Barisal,br640.wav,-402.196,139.83879,-37.128914,2.9980867,7.700172,-13.052883,-4.634976,-15.799364,-8.353982,-8.004643,-7.970664,13.8027115,-1.9156809,0.07273324,0.030825105,0.073634172,1036.340696,896.4100918
Barisal,br641.wav,-258.89017,153.34064,-60.503998,23.04503,-15.483668,-22.00551,-6.5296855,-24.483837,-11.597766,-11.9360285,-4.6957684,11.337854,-2.3144782,0.16776754,0.073150486,0.087074935,1332.856261,1150.25867
Barisal,br642.wav,-393.6985,128.14719,-26.272018,-23.179089,9.655468,-3.450241,-25.688847,-19.77968,-12.58861,-12.658961,1.8997965,8.650604,-5.3493896,0.10455111,0.047163367,0.098848064,1308.785662,1125.227816
Barisal,br643.wav,-391.86655,107.04361,-17.311611,-1.2822925,-3.4878325,-13.5649395,-13.517082,-15.59222,-15.702837,-10.965013,0.45631987,4.9270496,0.19438751,0.08898545,0.040402174,0.153648854,1833.634543,1202.625991
Barisal,br644.wav,-402.41956,109.444786,-23.74626,6.5554137,-10.843745,-17.22516,-0.38618666,-21.7658,-11.76767,-4.987839,-9.687676,7.4495397,-1.6717085,0.08761191,0.037727825,0.143543358,1564.073232,1364.931969
Barisal,br645.wav,-487.4566,82.06796,-23.45662,4.861315,-3.2539442,-2.341682,-2.5897703,-6.4249887,-6.662704,-11.3331785,1.4257191,3.5433822,-1.7809494,0.07182302,0.027611911,0.069832149,1058.793914,1002.744138
Barisal,br646.wav,-457.67493,79.80776,-14.085639,24.639206,4.7813897,-13.465233,3.7614193,-1.8167852,-6.818651,-1.2887678,0.032355025,-1.9304609,-2.0658782,0.06505752,0.028140966,0.15557479,1946.571714,1322.766853
Barisal,br647.wav,-423.3125,91.689545,-31.94028,6.7988477,-22.69798,2.455849,-15.741468,-7.7182007,-4.3053412,-14.302106,-3.5696673,-3.4263158,-4.3469605,0.06423021,0.027887592,0.206510115,2511.523359,1449.663126
Barisal,br648.wav,-325.63824,162.0404,-26.019262,-8.727565,-24.615038,10.149908,-31.896269,-9.023271,-0.30902836,-14.796686,-13.018586,-2.7787015,-6.6530704,0.09601839,0.045378745,0.078442213,1221.621439,1224.164143
Barisal,br649.wav,-306.43402,156.39308,-37.28917,-12.654469,-15.770948,-2.092595,-32.160484,-16.821985,0.2231499,-11.608768,-10.909063,1.4165297,-3.0225546,0.11041805,0.05398175,0.075546512,1161.089997,1105.846729
Barisal,br65.wav,-535.0731,130.66417,-3.1367447,-17.70024,-8.481042,-17.890501,-17.884962,-17.739552,-11.386184,-6.3698993,-15.234972,-12.730761,-4.6005974,0.019523548,0.009151144,0.114953415,1154.473295,1123.476539
Barisal,br650.wav,-310.00833,154.1294,-45.848316,-7.9005623,-24.248793,-1.6620972,-27.986311,-11.760317,-10.386348,-15.535165,-6.3152843,-1.3540428,-3.7861853,0.11953256,0.0591803,0.068527045,1115.513082,1084.888908
Barisal,br651.wav,-304.09897,147.3427,-42.82473,3.9562442,-32.10165,-5.067801,-28.137972,-16.129906,-6.0758147,-16.990707,-9.89432,-4.946494,-8.208999,0.12483622,0.06356568,0.06404528,1098.472031,1137.579788
Barisal,br652.wav,-306.5593,156.393,-45.198116,5.555982,-26.785387,-11.570467,-22.869625,-10.808702,-7.843588,-17.03892,-3.6727667,-13.996065,-18.876253,0.10437534,0.050606288,0.073271643,1187.821355,1151.52778
Barisal,br653.wav,-319.76224,172.9674,-37.375507,-7.4864373,-15.3423195,-12.278284,-21.918398,-7.794285,-8.224841,-17.572866,-5.5127287,-0.6667096,-15.416825,0.103804976,0.050529372,0.063361006,1024.714013,1005.460631
Barisal,br654.wav,-320.63345,176.9536,-21.391994,-17.141523,-21.727087,11.832264,-39.77182,-13.010245,-3.2651875,-24.664284,-8.506368,2.0623178,-4.576306,0.11313149,0.05477654,0.066333744,1026.169278,1036.323478
Barisal,br655.wav,-302.13293,172.8026,-26.22776,-16.315847,-24.150206,15.743658,-35.09344,-13.696045,-2.6642354,-19.486269,-9.845292,-4.8961515,-5.1717725,0.1038116,0.049576327,0.075102414,1130.484427,1105.372937
Barisal,br656.wav,-307.61148,175.71838,-21.376444,-18.585466,-19.395748,10.102734,-35.545868,-12.407445,-2.4338052,-22.107786,-6.8276324,-1.3986527,-8.178608,0.10982225,0.053400442,0.063854952,1011.485491,1055.432851
Barisal,br657.wav,-312.35925,165.83987,-26.727175,-18.251143,-30.80197,2.070511,-22.175318,-16.392574,-1.6980071,-15.593467,-8.914381,-1.311366,-5.8342686,0.10872579,0.054773882,0.068359375,1034.403609,1015.172283
Barisal,br658.wav,-295.4989,151.9389,-53.429337,1.7678231,-25.554024,-5.4571037,-25.54348,-6.8243184,-11.63167,-12.304122,-8.060176,-4.032049,-8.914684,0.10093721,0.045818895,0.092612565,1400.336747,1296.560966
Barisal,br659.wav,-282.22467,128.63011,-64.682434,16.415636,-27.938852,-6.7644906,-25.662596,-11.301983,-10.854508,-11.159023,-12.560936,-9.781347,-8.69909,0.116530836,0.05438098,0.117658788,1624.424646,1274.951062
Barisal,br66.wav,-455.02063,142.84148,-18.801392,-41.570557,-7.547178,-17.456694,-33.046738,-23.435387,-15.152563,-17.196175,-14.156062,-7.886259,-7.737839,0.043617696,0.020629033,0.062930503,936.462141,795.4523201
Barisal,br660.wav,-278.01883,119.44866,-76.72729,23.266476,-29.575987,-9.819299,-36.596622,-13.09222,-4.668268,-19.096273,-10.489337,-8.869553,-14.406207,0.12360089,0.053008836,0.113670969,1659.728745,1328.799677
Barisal,br661.wav,-273.25247,134.68744,-68.86473,13.414137,-35.084675,-2.6870413,-32.759727,-9.223458,-4.3645864,-13.756203,-9.580479,-3.1706572,-13.372123,0.11517394,0.048393358,0.116154292,1666.317332,1354.018367
Barisal,br662.wav,-295.86536,141.83014,-42.25669,9.650067,-32.78627,-8.0576315,-19.621664,-16.740993,-10.631744,-15.209161,-11.063597,0.4042706,-9.141823,0.12458819,0.06080476,0.075419627,1229.477099,1202.780866
Barisal,br663.wav,-291.09192,137.28755,-58.837704,15.369297,-26.750685,-15.420659,-26.304428,-11.062191,-8.833022,-19.040855,-9.356497,-0.5714891,-13.877259,0.117259845,0.052909974,0.084985861,1355.494984,1251.254652
Barisal,br664.wav,-266.43884,136.12257,-65.452866,11.403499,-26.699574,-11.357067,-31.803047,-9.204423,-7.035815,-13.502636,-11.860119,1.1541263,-13.774579,0.12428827,0.053936828,0.101766423,1496.481857,1307.723097
Barisal,br665.wav,-368.02502,119.13715,-34.453117,0.305041,-27.669191,-16.31553,-21.300045,-6.305772,-16.460777,-14.241015,-8.613442,-4.388299,-14.732328,0.07173222,0.03382714,0.114740429,1618.872677,1375.218912
Barisal,br666.wav,-427.90213,112.28178,-15.138053,9.966844,-3.6303906,-12.268679,-13.704872,-22.369167,-20.422617,-12.681405,-13.594963,-5.9823537,-1.941332,0.038296293,0.019867484,0.065350384,1180.597094,1244.155197
Barisal,br667.wav,-486.20026,117.316025,-26.254778,1.2565604,-18.266329,-22.379763,-24.1807,-10.365462,-22.602163,-17.24929,-16.835537,-11.190382,0.07459372,0.022115203,0.010512522,0.092784767,1474.97756,1414.460529
Barisal,br668.wav,-476.2641,117.17985,-49.178715,19.999743,-16.80983,-14.03117,-19.629684,-19.84871,-15.834102,-14.654136,-10.802147,-10.276476,-3.266545,0.02441127,0.010158379,0.115796295,1686.819151,1413.745518
Barisal,br669.wav,-496.88977,116.34032,-32.58867,15.5569515,-20.072142,-14.996808,-17.692453,-16.660677,-12.950055,-17.18774,-14.894026,-9.605242,-6.6779046,0.02012011,0.008987569,0.087786398,1458.260796,1415.365342
Barisal,br67.wav,-481.23465,178.6502,-18.509525,-38.740795,3.3417115,-14.609025,-33.958355,-18.950788,-11.455512,-19.731018,-16.585276,-6.6304293,-8.590328,0.03055329,0.014015446,0.052666401,832.1512346,767.4951329
Barisal,br670.wav,-463.88257,131.94485,-37.948757,-11.297461,-22.568775,-14.809387,-22.842384,-7.260615,-21.604649,-12.903228,-13.983143,-12.217291,-5.7704906,0.031099062,0.014131358,0.077019287,1321.57239,1324.49069
Barisal,br671.wav,-521.48035,95.65794,-5.5335054,-6.7393,-7.736263,-21.052622,-13.019213,-11.074371,-20.495218,-18.315207,-12.070659,-6.7527556,-6.617586,0.018788898,0.009613945,0.085312137,1242.87328,1200.731311
Barisal,br672.wav,-464.84534,95.55905,-39.909786,0.56017923,-17.721184,-18.362186,-23.835535,-20.741508,-9.873637,-15.672313,-5.542191,0.6522433,-7.0305347,0.024157269,0.010526865,0.098657736,1624.422764,1473.111962
Barisal,br673.wav,-461.3522,113.527435,-46.07104,21.884289,-18.735474,-21.633541,-20.71644,-26.98424,-19.394032,-12.464855,-10.590979,-4.2071757,-4.035227,0.02259911,0.010246152,0.078831932,1366.542081,1333.380387
Barisal,br674.wav,-433.76785,116.43072,-69.23419,7.737845,-31.07986,-20.8946,-19.439846,-10.243123,-21.685266,-13.625909,-6.6568885,-6.2403817,-4.244579,0.030887686,0.012766875,0.100977922,1567.632914,1366.438207
Barisal,br675.wav,-496.47632,90.04679,-37.59847,14.851551,-25.403915,-2.4026308,-19.81865,1.6337789,-25.340572,-12.5824995,-11.488337,-11.272167,0.8587257,0.021928983,0.008937089,0.199318445,2548.563004,1377.994371
Barisal,br676.wav,-424.42917,138.80869,-56.28173,26.272629,-29.074734,-10.480109,-9.106942,-11.256183,-19.814713,-22.28322,-11.408162,-7.534738,-2.4903107,0.023203576,0.009357246,0.081501051,1380.72195,1324.653976
Barisal,br677.wav,-479.80527,95.89621,-49.335403,17.725462,-23.109245,-13.156874,-17.043749,-10.489326,-19.377272,-12.146668,-11.1312685,-9.553186,0.38216805,0.022362145,0.009064924,0.157002248,2071.327355,1619.877628
Barisal,br678.wav,-421.14172,125.89361,-62.495525,19.404383,-28.516113,-8.186136,-19.847038,-10.0522585,-23.49758,-6.3522677,-11.092627,-6.729142,-2.2577183,0.02497107,0.009809151,0.095730315,1601.040586,1473.662717
Barisal,br679.wav,-424.54037,107.983795,-62.404957,10.409791,-25.510775,-16.431936,-16.73398,-17.432419,-23.128817,-9.469163,-10.23661,-10.266292,-3.92756,0.023808585,0.010494116,0.107906758,1646.6183,1370.823296
Barisal,br68.wav,-396.68906,185.45851,-39.67207,-51.64966,-8.2151985,-20.674618,-34.836594,-27.52491,-14.571893,-17.0964,-16.914282,-2.546184,-5.3389564,0.06461352,0.029390303,0.058521244,858.9649952,630.075454
Barisal,br680.wav,-447.24246,81.54472,-67.810745,3.9191961,-25.42874,-20.598911,-20.269838,-14.762931,-22.685877,-7.344977,-15.051757,-8.693805,-3.6376405,0.026533538,0.01186964,0.153512906,2058.205601,1496.164368
Barisal,br681.wav,-402.8777,117.68695,-72.52627,20.61532,-33.14392,-12.653917,-14.492798,-11.897148,-22.931501,-12.123736,-9.771628,-6.632705,-3.6985953,0.027821204,0.011881287,0.108967155,1661.584344,1374.143523
Barisal,br682.wav,-484.77866,122.28121,-56.873917,11.805335,-20.421871,-23.999203,-12.194266,-9.450495,-20.106625,-9.723226,-5.0093536,-7.1681337,-4.4657927,0.018057177,0.007851085,0.126359484,1684.226521,1373.058892
Barisal,br683.wav,-442.0319,127.43688,-62.53864,4.8321247,-22.598429,-20.712181,-14.434959,-16.839573,-16.351797,-13.027981,-3.0850787,1.0966235,2.326579,0.027284902,0.012128381,0.088914769,1397.455867,1248.680939
Barisal,br684.wav,-453.6446,118.122215,-70.23412,3.6022065,-27.903679,-19.158934,-14.239467,-20.537159,-17.733757,-16.617085,-2.4378529,0.57525265,0.27565256,0.025759729,0.011355106,0.096423651,1477.723292,1246.241633
Barisal,br685.wav,-444.90378,122.79645,-75.04359,4.6719728,-14.7174635,-34.99881,-19.564016,-21.165861,-13.673261,-10.475685,-8.9179125,-5.307233,-7.713563,0.031263262,0.014130089,0.09414425,1432.815139,1164.506539
Barisal,br686.wav,-500.89172,104.478745,-48.90218,5.646888,-19.724037,-15.783974,-10.369337,-7.063463,-18.351955,-14.904194,-10.725434,-8.482513,-3.148773,0.022842234,0.008296968,0.183915494,2235.115907,1524.619407
Barisal,br687.wav,-527.7866,91.85717,-53.619736,13.569981,-22.620438,-8.260133,-10.574583,-7.5352225,-19.963015,-11.723283,-4.566954,-6.354089,-2.4438531,0.022857577,0.008308209,0.242337043,2762.911043,1654.922099
Barisal,br688.wav,-459.22638,108.35502,-69.617744,15.367008,-19.77748,-20.072033,-13.822504,-14.592882,-17.714565,-20.046629,-7.0884876,-4.8654,-0.39290974,0.03253738,0.011728494,0.179945802,2090.69896,1392.991901
Barisal,br689.wav,-418.46802,117.63529,-51.430756,5.0764613,-16.438416,-14.826037,-14.991584,-13.869532,-14.878474,-9.956504,-11.200322,-5.060209,-3.4963903,0.028400095,0.012064542,0.085860463,1445.904947,1336.266721
